GO_id,description,gene_ratio,bg_ratio,p_value,p_adjust,q_value,gene_ids,count
GO:0072384,organelle transport along microtubule,41/5559,88/18903,0.0004756345755257,0.0046063708891005,0.0032483278028238,5048/84062/8943/5590/4133/10013/8936/10749/547/92558/55638/23353/3916/3064/23224/10947/23291/8120/57584/8546/63971/5861/7345/1780/7314/5870/22906/199953/54785/1778/6683/998/3091/6794/55686/55288/23287/9638/26958/23299/3281,41
GO:0120162,positive regulation of cold-induced thermogenesis,41/5559,98/18903,0.0057351120296847,0.0302544930633887,0.021334910571506,43/2778/4849/2271/6319/7422/5618/55818/3953/7852/10912/23135/324/948/3480/63976/51043/26580/1051/79813/2104/3566/9658/10891/2034/5565/5746/2697/133522/3060/115209/2827/1778/64641/153/857/9927/3662/2171/6778/283455,41
GO:0150116,regulation of cell-substrate junction organization,41/5559,69/18903,2.0483390831693e-07,9.43699077602997e-06,6.6547918634395e-06,7414/23332/6548/1845/23603/7422/23499/5786/5879/7057/51057/7248/1613/71/1946/8861/22998/6093/9448/1307/6422/57669/28956/9270/6385/3791/54828/9922/7070/23122/6281/342184/395/9748/387/8829/56940/90102/2039/10982/55920,41
GO:1901879,regulation of protein depolymerization,41/5559,88/18903,0.0004756345755257,0.0046063708891005,0.0032483278028238,51474/9948/23332/832/10013/146057/2258/157922/10763/324/10677/2934/120/2059/57731/57551/50810/442721/6840/6709/119/55604/118/11078/25876/11075/57482/10297/7429/23075/10300/130271/23122/2150/93661/6683/26586/2039/6314/6712/830,41
GO:1901983,regulation of protein acetylation,41/5559,88/18903,0.0004756345755257,0.0046063708891005,0.0032483278028238,55904/9031/672/4802/10664/4297/6418/6659/23558/4089/6622/22976/26053/1487/57551/55209/10524/6879/4582/10865/1654/4800/9474/56848/2932/55011/10891/408/29117/25942/93624/4674/57609/23411/93649/201163/23181/85459/114825/84140/26155,41
GO:1902807,negative regulation of cell cycle G1/S phase transition,41/5559,98/18903,0.0057351120296847,0.0302544930633887,0.021334910571506,1739/25793/79791/2146/595/90/3624/1026/1032/324/10457/9314/163859/58190/472/144455/7465/10263/1263/10106/4582/126520/51322/5934/1017/4221/10769/6154/51339/29117/8738/51379/55367/5591/23026/79960/5925/10217/1030/138151/11200,41
GO:1903035,negative regulation of response to wounding,41/5559,94/18903,0.0023332466234819,0.0150947248961469,0.0106445216281111,7035/5329/23332/2160/5802/4192/10019/2043/7143/5340/7103/5156/7057/8573/3818/4846/1365/83999/5154/65078/1906/5155/28964/9856/22915/23122/22876/100302153/6558/5327/5054/2161/89790/90102/135228/1398/5627/5592/5055/9860/83481,41
GO:0032273,positive regulation of protein polymerization,41/5559,92/18903,0.0014210073812077,0.0102867537696856,0.0072540290557015,55971/5217/8440/23332/1739/3320/57606/7408/80115/5879/55755/9873/84630/5058/2241/65018/253260/4204/442721/10458/2885/9659/51466/10178/10787/55604/28964/57482/4926/10435/10602/342184/387/29108/2185/11135/51429/6249/84722/79998/5581,41
GO:0032465,regulation of cytokinesis,41/5559,95/18903,0.0029544054034124,0.0180624785327114,0.0127373267629287,5586/5289/990/8766/51652/10755/84440/3480/805/808/144455/341019/598/1263/79541/126520/6840/7405/994/28964/10112/63971/10769/25909/29072/30849/801/90293/6683/387/998/8555/9928/27183/9585/79998/1813/201163/5581/55660/168448,41
GO:0042475,odontogenesis of dentin-containing tooth,41/5559,91/18903,0.0010952664287765,0.0085733840602049,0.0060457923336019,1080/58524/4804/8626/55512/657/9421/1386/64919/3911/5156/51176/10018/26504/9622/1499/682/6331/1495/2296/2737/2253/4488/265/650/4038/9313/147495/1896/431707/6522/29123/84957/5054/64065/7475/92/6608/123041/7189/5465,41
GO:0043242,negative regulation of protein-containing complex disassembly,41/5559,82/18903,6.86652362798522e-05,0.0010544728270968,0.0007435947916581,79142/51474/23332/832/10013/146057/2258/157922/324/10677/2934/120/2059/57466/57731/57551/50810/442721/6840/6709/119/55604/118/11078/25876/11075/57482/10297/7429/23075/10300/130271/23122/93661/22828/23274/26586/2039/6314/6712/830,41
GO:0044784,metaphase/anaphase transition of cell cycle,41/5559,98/18903,0.0057351120296847,0.0302544930633887,0.021334910571506,996/8193/10460/60/51433/990/84861/6603/25906/8289/1063/1843/11130/9587/55795/6597/324/84101/55755/83540/472/348654/196528/100131816/6605/51412/6604/9275/605/10459/286053/29117/7175/55743/26271/55274/6601/5925/9184/6599/8110,41
GO:0045666,positive regulation of neuron differentiation,41/5559,93/18903,0.0018282638271307,0.0124786261216859,0.0087996970170224,50937/10362/6929/5978/604/60436/3169/79727/6938/4760/4825/51704/474/6664/9043/2260/8648/8835/50674/650/5914/6457/1453/6935/25942/1600/2290/4762/4674/6925/57795/574445/9682/387/1620/4897/6387/4821/9638/654/1454,41
GO:0046031,ADP metabolic process,41/5559,92/18903,0.0014210073812077,0.0102867537696856,0.0072540290557015,572/51085/5214/5315/9759/2023/8671/5230/4967/51422/2027/2597/7167/351/405/226/5224/54541/6774/53343/3643/51341/3479/2645/28964/230/863/4907/3607/5211/5207/83440/26137/387712/89/3091/26289/201163/3098/3099/5465,41
GO:0000380,"alternative mRNA splicing, via spliceosome",41/5559,81/18903,4.78353946916868e-05,0.0007791371105085,0.0005494331219106,5725/55796/5978/10521/23543/80004/4858/1655/6421/58517/6431/4654/9513/60677/3192/60680/64783/51341/54033/83989/55234/10656/84991/6426/84530/10150/9589/10658/10284/4154/10569/9967/6433/54715/56853/10084/84872/6434/4857/5936/22827,41
GO:0001843,neural tube closure,41/5559,92/18903,0.0014210073812077,0.0102867537696856,0.0072540290557015,5898/79977/84678/27031/25902/6491/7408/6497/2909/10370/7248/6692/10653/10522/2535/9241/5727/80199/57545/27443/6422/1855/51684/317/6385/5914/144165/8321/55764/836/5916/11146/29072/131405/9620/57167/7474/9585/1857/57216/7189,41
GO:0009798,axis specification,41/5559,96/18903,0.003712539289961,0.0215812173363636,0.0152186764766099,8312/657/50805/6491/4091/4089/2719/7547/2114/6497/10370/26005/1499/10736/4087/10409/54880/7490/5727/441478/8861/134701/6422/6722/57669/54806/4851/4762/7474/7475/79084/7471/6608/6926/6911/7476/168507/163589/123016/8313/6997,41
GO:0009953,dorsal/ventral pattern formation,41/5559,94/18903,0.0023332466234819,0.0150947248961469,0.0106445216281111,58524/7093/8312/23770/8022/657/2735/90/54567/3169/7080/4091/221322/2019/1499/4087/57453/9241/5727/7092/1906/6422/2737/2253/51684/5992/4038/658/89780/27152/2290/64853/55182/79659/7479/120237/4821/6608/7476/57728/8313,41
GO:0021675,nerve development,41/5559,84/18903,0.0001366260114675,0.0018115200825028,0.0012774505551195,4804/10371/6507/3200/3280/8828/5582/7020/2561/5457/2047/7412/10370/89797/1499/4902/55636/627/2131/55959/104/9935/1906/23405/2737/6495/23213/10939/26018/84233/1605/4762/8829/6299/1889/1959/4821/123041/4914/9860/91584,41
GO:0021885,forebrain cell migration,41/5559,63/18903,4.77544428578054e-09,4.88914534020388e-07,3.44773513097038e-07,170302/5048/4967/26468/57178/266727/57142/7143/7852/2258/7080/3084/7804/23353/1499/10718/5649/5455/23224/2737/6722/9353/1956/27185/1020/558/6091/653464/84750/1600/2290/5454/9289/387/3912/7301/114327/6387/1813/85458/8941,41
GO:0007091,metaphase/anaphase transition of mitotic cell cycle,40/5559,95/18903,0.0055380223880484,0.029705528384178,0.0209477908034326,996/8193/10460/60/51433/990/84861/6603/25906/8289/1063/1843/11130/9587/55795/6597/324/84101/55755/83540/472/348654/196528/100131816/6605/51412/6604/9275/605/10459/286053/29117/7175/26271/55274/6601/5925/9184/6599/8110,40
GO:0010965,regulation of mitotic sister chromatid separation,40/5559,98/18903,0.0102269758479655,0.0473879268817368,0.0334170921347996,996/8193/10460/60/51433/990/84861/6603/25906/8289/1063/1843/11130/9587/55795/6597/324/84101/55755/83540/472/348654/196528/100131816/6605/51412/6604/9275/605/10459/286053/29117/7175/26271/55274/6601/5925/9184/6599/8110,40
GO:0014032,neural crest cell development,40/5559,83/18903,0.0002311383014677,0.0026765566327951,0.0018874583778552,10371/10512/57556/657/23603/3280/90/59349/8828/1908/3911/3084/10370/10501/4902/6664/7869/2296/1906/5594/83989/6662/8854/55698/9965/84541/2637/2303/2066/30812/998/1947/8829/3091/182/6608/3357/80031/1000/10509,40
GO:0072080,nephron tubule development,40/5559,96/18903,0.0068419388866822,0.0347484297788194,0.0245039518685073,5310/1739/7481/2138/7422/3280/3911/4089/2719/9653/1499/10736/56998/186/9241/7490/5087/5727/5455/2297/100133941/2737/2253/6662/7849/650/6495/54806/4851/8642/153572/342184/30812/182/6299/2246/7475/7471/6608/9500,40
GO:0072091,regulation of stem cell proliferation,40/5559,92/18903,0.0028091032326767,0.0174386100584842,0.0122973862199445,8626/5915/5788/7481/55612/2254/3200/5396/4072/54487/5292/3192/1499/3516/5017/6664/5087/677/5727/8660/4763/1050/2737/2253/3664/6662/3791/80237/4851/2697/5916/126695/2810/10443/7474/7471/6926/135228/7015/4054,40
GO:0099175,regulation of postsynapse organization,40/5559,87/18903,0.0007698370021,0.0065680537877587,0.0046316704066757,5048/6792/27067/84062/55737/9762/869/2043/51086/8828/2693/547/2045/4916/5789/7804/10458/5649/51104/7337/58504/4076/10152/8499/2895/10611/1020/22871/3556/4897/65981/7474/85461/81926/54583/10097/9456/7476/1000/26037,40
GO:1902099,regulation of metaphase/anaphase transition of cell cycle,40/5559,95/18903,0.0055380223880484,0.029705528384178,0.0209477908034326,996/8193/60/51433/990/84861/6603/25906/8289/1063/1843/11130/9587/55795/6597/324/84101/55755/83540/472/348654/196528/100131816/6605/51412/6604/9275/605/10459/286053/29117/7175/55743/26271/55274/6601/5925/9184/6599/8110,40
GO:0031110,regulation of microtubule polymerization or depolymerization,40/5559,87/18903,0.0007698370021,0.0065680537877587,0.0046316704066757,2288/23332/4133/10013/57606/24139/146057/2258/157922/324/5879/55755/6622/5058/1859/57551/50810/4204/9659/1003/10634/81551/25876/11075/28964/10297/4926/10300/6904/58497/23122/221150/50861/6683/6249/84722/26586/79998/6314/10982,40
GO:0031507,heterochromatin formation,40/5559,83/18903,0.0002311383014677,0.0026765566327951,0.0018874583778552,11176/10664/8312/2146/10014/11335/57169/3021/22880/1487/4000/3020/8085/4204/55729/57673/3005/11177/84456/10984/83989/1788/1017/10155/1786/23378/9869/25942/8493/144108/26013/23304/7175/23411/4001/51535/5925/22893/3146/9646,40
GO:0032272,negative regulation of protein polymerization,40/5559,81/18903,0.000118873495502,0.001638320611086,0.0011553134819262,2288/5217/832/4133/24139/8195/9026/80206/10677/6622/2934/120/2059/1859/57731/442721/1003/91663/6840/6709/7114/119/55604/118/11078/11075/23189/57482/7429/163782/6904/9353/51571/11013/93661/85464/286527/2039/6712/830,40
GO:0034109,homotypic cell-cell adhesion,40/5559,95/18903,0.0055380223880484,0.029705528384178,0.0209477908034326,5329/7414/5318/10076/60/2778/4627/3315/10019/4352/5156/6812/288/1525/50848/1465/3728/5912/71/375033/5478/2316/1511/84034/22915/5578/89780/9158/29119/80139/5291/5588/7301/1832/10627/1311/2039/23173/5592/4067,40
GO:0043502,regulation of muscle adaptation,40/5559,97/18903,0.0083935620445856,0.0406140098931565,0.028640250795321,9569/3720/493/9759/4205/6548/7528/7138/2931/2309/148/1025/4089/817/4000/4846/6331/406937/406991/3479/9150/6093/1906/10539/90523/4851/818/2308/9472/5578/1605/407975/89/7132/3488/8654/7222/5530/2539/5465,40
GO:0048844,artery morphogenesis,40/5559,79/18903,5.8355899156676e-05,0.0009180379257574,0.0006473834152913,4854/7481/2138/657/57178/4192/7422/3280/5396/4035/6659/1948/54567/3949/8928/56999/10370/3516/55636/9241/196528/4763/406937/2296/4638/1906/338/2253/6722/6495/4851/2303/406944/8829/182/4092/8131/1311/93649/30008,40
GO:0036465,synaptic vesicle recycling,39/5559,79/18903,0.0001450999355135,0.00190609894921,0.0013441458277497,9066/8943/9892/6857/60/1785/6855/57030/5864/1759/9829/29993/85439/6455/6622/808/71/6453/6093/10947/4983/8120/28964/6861/8546/84162/6457/89780/1173/1020/22871/154664/11037/112755/5532/7476/57465/50618/6844,39
GO:0043367,"CD4-positive, alpha-beta T cell differentiation",39/5559,88/18903,0.0020755614954338,0.0138014140675758,0.0097325026823328,54542/5590/602/6095/5971/3718/6461/604/51176/79798/861/51043/6774/9655/3726/5734/161882/8651/406991/3566/942/84766/5914/301/3142/57630/1880/3123/864/4092/84695/3662/59067/673/80149/6778/84807/10892/3146,39
GO:0044774,mitotic DNA integrity checkpoint signaling,39/5559,85/18903,0.0009350205533058,0.0075574969534116,0.005329407480325,672/1112/990/79791/80279/595/1386/1026/51347/163859/472/9344/144715/9577/57551/1263/4582/51720/51322/51343/29997/1017/10769/6154/11073/8738/6419/5883/80198/55367/135458/5591/8555/29086/90381/51514/7508/983/11200,39
GO:0045661,regulation of myoblast differentiation,39/5559,75/18903,3.31877929244784e-05,0.0005968748627654,0.0004209051459827,50937/60/55796/6603/9750/1432/8289/6659/6597/4654/694/56262/91653/26287/10524/677/196528/6605/51412/6604/4618/5467/6662/144165/4851/29117/23236/30812/27231/150572/55274/6926/6601/93649/3486/130827/6599/79647/8110,39
GO:0048332,mesoderm morphogenesis,39/5559,76/18903,4.89391517209674e-05,0.0007891438215005,0.0005564896699639,7481/8312/2138/657/9421/90/3624/6615/27245/60412/23135/9314/51176/79798/10736/4087/9241/406942/406937/3675/2296/2116/6722/57669/1969/3688/2132/343930/2697/89780/8320/2303/29072/2263/7474/57045/6926/286204/6911,39
GO:0048644,muscle organ morphogenesis,39/5559,80/18903,0.0002034163345681,0.0024569950523676,0.0017326276003722,5318/7049/657/9421/27230/54567/7137/7168/4089/27063/5457/3084/8928/3516/55636/161882/29895/2535/9241/104/6262/406937/2296/4638/4618/650/6939/4851/8321/23414/2303/2263/1832/4092/7474/7139/54583/129446/30008,39
GO:0006289,nucleotide-excision repair,39/5559,84/18903,0.0007034922145997,0.0061317902488764,0.0043240254043892,8193/2067/11284/60/10714/6603/8289/51426/6597/64210/57654/10524/2072/7874/196528/3150/6605/51412/6604/9275/605/5887/85015/83990/29117/135458/5893/56949/23411/2068/6119/55274/6601/7508/2176/150684/6599/84464/8110,39
GO:0006513,protein monoubiquitination,39/5559,84/18903,0.0007034922145997,0.0061317902488764,0.0043240254043892,54623/672/55658/10075/84678/84861/9978/4591/867/55120/59349/580/9577/54880/5071/57697/29128/56970/51322/55284/64844/199990/84541/7324/7314/55182/7251/7323/84759/51514/79596/25827/2176/8450/81844/84333/2188/80233/9646,39
GO:0022029,telencephalon cell migration,39/5559,60/18903,1.19233145565891e-08,1.02540505186666e-06,7.23096732617845e-07,170302/5048/4967/26468/57178/266727/57142/7143/7852/2258/7080/3084/7804/23353/1499/10718/5649/5455/23224/2737/6722/9353/1956/27185/1020/6091/653464/84750/1600/2290/5454/9289/387/3912/114327/6387/1813/85458/8941,39
GO:0030071,regulation of mitotic metaphase/anaphase transition,39/5559,92/18903,0.0053317406482806,0.0287567422173191,0.0202787242955587,996/8193/60/51433/990/84861/6603/25906/8289/1063/1843/11130/9587/55795/6597/324/84101/55755/83540/472/348654/196528/100131816/6605/51412/6604/9275/605/10459/286053/29117/7175/26271/55274/6601/5925/9184/6599/8110,39
GO:0030901,midbrain development,39/5559,91/18903,0.0042623617438398,0.0240174899751564,0.0169366910130805,4129/3340/60/8655/84678/2254/64426/3280/9143/10971/805/84630/9919/808/2019/1499/10409/4155/80853/6422/79109/1340/7533/1453/89780/8321/801/3309/2263/387/998/7474/7471/6872/4929/2539/7707/1152/1454,39
GO:2000134,negative regulation of G1/S transition of mitotic cell cycle,39/5559,87/18903,0.0016055424457026,0.0113054025925566,0.0079723614202264,1739/25793/79791/2146/595/90/3624/1026/324/10457/9314/163859/58190/472/144455/7465/10263/1263/10106/4582/126520/51322/5934/1017/10769/6154/51339/29117/8738/51379/55367/5591/23026/79960/5925/10217/1030/138151/11200,39
GO:0071230,cellular response to amino acid stimulus,38/5559,80/18903,0.000471063864475,0.004589670582876,0.0032365510548523,27244/84861/80339/8140/80315/599/5156/1291/598/1051/10458/8651/3182/652968/2729/3843/1307/7494/2742/1277/28956/64121/1788/6495/1786/3158/1956/6935/197131/824/1536/23304/10325/53335/143686/26012/1288/1290,38
GO:0090109,regulation of cell-substrate junction assembly,38/5559,64/18903,5.83662760356541e-07,2.15121417388554e-05,1.51699656391014e-05,7414/23332/6548/1845/23603/7422/23499/5786/5879/7057/51057/7248/1613/71/1946/8861/22998/6093/9448/1307/6422/57669/9270/6385/3791/54828/7070/23122/6281/342184/395/9748/387/8829/56940/90102/2039/55920,38
GO:0097061,dendritic spine organization,38/5559,81/18903,0.0006382139033651,0.0057319447755233,0.0040420617503119,5048/27067/84062/55737/9762/10013/2043/547/1742/3480/2047/7804/1501/3643/10458/2049/5649/3675/8976/51104/1855/7337/4076/10152/8499/10611/1020/22871/998/8898/65981/85461/55619/10097/9456/7476/23181/26037,38
GO:0140029,exocytic process,38/5559,83/18903,0.0011356690611877,0.0087913499929334,0.0061994978897536,1080/6857/6813/10890/9342/9545/5864/60412/6616/6812/54843/6622/3745/6809/4218/8541/5413/10497/8775/23233/5899/115827/22871/1488/55763/8773/112755/2054/9381/23025/440279/54536/10814/2039/143425/23265/201475/4067,38
GO:0045921,positive regulation of exocytosis,38/5559,86/18903,0.0025077404140604,0.0159358873602858,0.0112376938855643,1080/9066/9498/6857/23332/8911/55512/9545/5864/1268/6812/6622/3745/3684/10015/8398/3916/8912/8913/56848/3566/6385/23122/2150/1020/164/22871/136/6281/9846/7251/9367/27183/8027/8618/783/143425/8941,38
GO:0051568,histone H3-K4 methylation,38/5559,75/18903,8.69038920768595e-05,0.0012796269123371,0.0009023693004012,55904/672/58508/4802/1789/55870/4297/4089/7403/26040/22976/26053/8085/1499/3008/3054/57673/54880/63925/9757/4800/84148/55011/1786/4221/23168/30827/6419/23054/79447/5926/9739/5929/80335/56979/7469/3006/9646,38
GO:0051893,regulation of focal adhesion assembly,38/5559,64/18903,5.83662760356541e-07,2.15121417388554e-05,1.51699656391014e-05,7414/23332/6548/1845/23603/7422/23499/5786/5879/7057/51057/7248/1613/71/1946/8861/22998/6093/9448/1307/6422/57669/9270/6385/3791/54828/7070/23122/6281/342184/395/9748/387/8829/56940/90102/2039/55920,38
GO:0002292,T cell differentiation involved in immune response,38/5559,79/18903,0.0003439312877692,0.0036247660230582,0.0025561181535103,54542/5590/602/6095/5971/3718/6461/604/51176/51043/7248/26253/6774/9655/3726/5734/161882/282618/406991/3566/942/84766/5914/301/3142/8320/1880/3123/4092/84695/5105/3662/59067/80149/6778/84807/10892/3146,38
GO:0009791,post-embryonic development,38/5559,92/18903,0.0097177099833474,0.0451905042484434,0.0318675102174662,2067/54542/10512/10848/5864/59338/57003/7422/2566/55870/4297/27230/64919/3658/9314/472/3708/10018/3636/4204/6335/4087/3150/338/1822/10765/3791/80274/27148/1826/578/2263/546/2068/435/4647/4929/50515,38
GO:0030330,"DNA damage response, signal transduction by p53 class mediator",38/5559,74/18903,5.9687735172987e-05,0.0009344317763732,0.0006589440564192,960/602/1655/2309/6615/1026/6659/27063/472/22925/22976/1859/144455/161742/10524/1263/3090/754/387893/4582/4194/7023/10397/55702/64844/10769/6154/8738/8493/545/55367/4869/27330/546/23411/5366/11200/200734,38
GO:0001707,mesoderm formation,37/5559,74/18903,0.0001524898029641,0.0019789924127143,0.0013955489539516,7481/8312/2138/657/9421/90/3624/6615/27245/60412/23135/9314/51176/79798/10736/4087/9241/406942/406937/3675/2296/2116/6722/57669/1969/3688/2132/343930/2697/89780/8320/2303/2263/7474/57045/286204/6911,37
GO:0006096,glycolytic process,37/5559,83/18903,0.0023524446214204,0.0151429818444729,0.0106785515381424,51085/5214/5315/9759/2023/8671/5230/4967/51422/2027/2597/7167/351/405/226/5224/54541/6774/3643/51341/3479/2645/28964/230/863/3607/5211/5207/83440/26137/387712/89/3091/201163/3098/3099/5465,37
GO:0006757,ATP generation from ADP,37/5559,84/18903,0.0030292768865515,0.0183463248058755,0.0129374899202265,51085/5214/5315/9759/2023/8671/5230/4967/51422/2027/2597/7167/351/405/226/5224/54541/6774/3643/51341/3479/2645/28964/230/863/3607/5211/5207/83440/26137/387712/89/3091/201163/3098/3099/5465,37
GO:0008306,associative learning,37/5559,85/18903,0.0038661820144294,0.02228496335395,0.0157149451901131,4885/6869/7143/4297/92521/6616/4212/351/7832/22941/7248/4204/10636/2353/64478/9241/5649/4763/477/1497/6722/3688/1020/2903/594857/10347/23259/3091/65009/3156/8622/85461/109/10097/1813/27020/673,37
GO:0008589,regulation of smoothened signaling pathway,37/5559,84/18903,0.0030292768865515,0.0183463248058755,0.0129374899202265,6095/3340/2254/1954/2735/5396/55717/5447/3169/80210/64839/2719/26005/200845/2619/283643/5727/10399/80199/1495/6422/2737/51684/83871/5992/139741/80274/27148/55764/27152/79659/2263/6608/5925/7545/8945/137392,37
GO:0060415,muscle tissue morphogenesis,37/5559,73/18903,0.0001060887690685,0.0014940448919047,0.0010535729054134,5318/7049/657/9421/54567/7137/7168/4089/27063/5457/3084/8928/3516/55636/161882/29895/2535/9241/104/6262/406937/2296/4638/4618/650/4851/8321/23414/2303/2263/1832/4092/7474/7139/54583/129446/30008,37
GO:0061614,miRNA transcription,37/5559,62/18903,6.86861604773947e-07,2.43420733559998e-05,1.71655812274623e-05,4804/6720/5978/7528/688/657/1655/2309/1958/6597/7376/2113/9314/4091/4089/6774/2353/5617/5970/8061/3725/7490/7003/57591/6721/5155/5467/6722/2908/6662/650/5914/4775/3091/93649/7015/5465,37
GO:0072028,nephron morphogenesis,37/5559,80/18903,0.0010408330028358,0.0081870400832822,0.00577334968582,5310/1739/7481/2138/7422/3280/3911/4089/2719/9653/1499/10736/56998/186/9241/7490/5087/5727/2297/2737/2253/6662/7849/650/6495/54806/8642/153572/2066/342184/30812/6299/2246/7475/7471/6608/9500,37
GO:0086001,cardiac muscle cell action potential,37/5559,79/18903,0.0007773147763439,0.0066056394037137,0.0046581750899138,3757/5318/1739/2258/54795/10021/817/288/23704/1525/808/476/3728/6331/2316/6262/9722/8913/477/2697/781/776/7871/153396/29119/801/1756/23327/3784/3781/1832/857/2257/30819/348980/783/55800,37
GO:0086003,cardiac muscle cell contraction,37/5559,76/18903,0.0003031395648956,0.0032806211301623,0.0023134335215718,3757/5318/10060/1739/6548/5144/2258/54795/10021/817/2934/23704/476/3728/6331/2316/6262/9722/8913/477/2697/781/776/6444/29119/5142/554212/23327/3784/3781/1832/857/2257/134/783/55800/5350,37
GO:1901292,nucleoside phosphate catabolic process,37/5559,85/18903,0.0038661820144294,0.02228496335395,0.0157149451901131,51071/5141/5151/11332/25939/23417/5143/10846/83594/5144/30833/272/5169/53343/2272/56953/11165/954/215/4907/1807/252969/7378/5142/100506422/23098/7374/22978/8622/8654/7498/3251/27115/79077/5138/955/79873,37
GO:1901880,negative regulation of protein depolymerization,37/5559,72/18903,7.28117780678053e-05,0.0011050258083231,0.0007792438217485,51474/23332/832/10013/146057/2258/157922/324/10677/2934/120/2059/57731/57551/50810/442721/6840/6709/119/55604/118/11078/25876/11075/57482/10297/7429/23075/10300/130271/23122/93661/26586/2039/6314/6712/830,37
GO:1902117,positive regulation of organelle assembly,37/5559,82/18903,0.0018100266005938,0.0124066647968439,0.0087489512178151,9696/55062/6624/6101/4848/3567/989/6491/9908/401548/2909/221908/51375/153241/10015/8408/3064/57787/80199/2932/55704/57535/6385/4926/5899/50807/10801/1778/8100/5601/387/57472/29899/4478/55835/255967/85459,37
GO:0031060,regulation of histone methylation,37/5559,81/18903,0.0013793990637544,0.0101565342023015,0.0071622006182202,55904/54623/3720/672/1789/10664/23081/55818/4297/26147/4089/22976/26053/4000/64324/1499/4204/10782/3054/79813/54880/5079/63925/84148/55011/1786/23378/23168/23476/26097/9682/546/23411/22823/56979/7469/9646,37
GO:0035050,embryonic heart tube development,37/5559,84/18903,0.0030292768865515,0.0183463248058755,0.0129374899202265,1954/9421/27031/3280/90/6491/8195/9645/55212/7547/8928/10370/26005/1499/6262/2296/1906/2253/51684/6722/54806/10660/4851/89780/55764/2303/998/3091/57534/65009/7474/1889/6608/6926/6911/57216/91584,37
GO:0035418,protein localization to synapse,37/5559,69/18903,2.15660516256343e-05,0.0004280031784164,0.0003018199484189,27067/5590/55737/1739/2239/8766/3315/9379/5906/2693/1742/6616/1740/23426/8927/6809/4218/22883/10458/9378/27445/5649/59284/51104/1855/6780/102/160622/1020/22871/1605/2903/112755/7474/9456/7476/10082,37
GO:0043967,histone H4 acetylation,37/5559,74/18903,0.0001524898029641,0.0019789924127143,0.0013955489539516,672/26009/23338/60/55257/1386/4297/23326/4654/26122/51176/26053/1487/84289/3054/10524/57673/6879/5187/4582/54799/9474/51412/7994/8648/84148/55011/80314/408/55167/57634/10933/151507/54556/79960/23411/3662,37
GO:0044773,mitotic DNA damage checkpoint signaling,37/5559,81/18903,0.0013793990637544,0.0101565342023015,0.0071622006182202,672/1112/79791/80279/595/1386/1026/51347/163859/472/9344/144715/9577/57551/1263/4582/51720/51322/51343/29997/1017/10769/6154/11073/8738/5883/80198/55367/135458/5591/8555/29086/90381/51514/7508/983/11200,37
GO:0035567,non-canonical Wnt signaling pathway,36/5559,72/18903,0.0001862716762274,0.0022972319534743,0.0016199656092962,1951/440193/2239/7481/51701/64750/27031/22881/5879/2719/8324/7074/57674/8325/2535/84133/57560/25876/6422/1855/144165/1453/8321/166336/51339/9863/387/998/9620/7474/7476/1857/57216/4300/10082/1454,36
GO:0043966,histone H3 acetylation,36/5559,78/18903,0.0012661797188187,0.0095407233485761,0.0067279421606197,672/26009/23338/4297/23326/4654/6874/23558/51176/4089/55689/84289/6879/5187/23450/8464/8861/56848/7994/56970/27154/84148/55011/57325/7862/25942/93624/4674/79960/23411/6878/6883/6885/3662/6314/114825,36
GO:0048278,vesicle docking,36/5559,66/18903,1.68688786011093e-05,0.0003614759700237,0.0002549061879188,1080/6857/6813/10890/8677/9545/5864/60412/6616/6812/54843/3745/6811/6809/4218/51134/8541/10497/23673/10228/23233/5899/115827/9482/1488/55763/112755/65009/2054/8675/23025/440279/54536/10814/23265/201475,36
GO:0048663,neuron fate commitment,36/5559,68/18903,3.99692017776687e-05,0.0006802146476674,0.0004796748253889,58524/4854/2138/54845/23770/8022/5396/64919/54567/3169/7080/4916/4089/5457/3084/64843/1499/3516/474/23040/25925/10215/2737/51684/3398/6662/6495/10660/4851/2636/2290/5454/998/120237/7471/4821,36
GO:0048814,regulation of dendrite morphogenesis,36/5559,66/18903,1.68688786011093e-05,0.0003614759700237,0.0002549061879188,5048/6792/27067/79791/84079/9693/2043/5911/56965/5789/7804/10458/5649/51188/23011/2932/50674/7533/577/4076/26259/1523/23098/51265/23327/11178/4734/10084/65981/6794/3397/10097/5530/57465/26012/26037,36
GO:0050805,negative regulation of synaptic transmission,36/5559,73/18903,0.0002642874777874,0.0029780796285043,0.0021000868339073,27067/5743/43/869/2771/7143/5906/27253/3351/6812/2890/3745/22941/2898/8398/5071/4763/6722/10769/2895/25769/114/4889/57537/8898/23394/56853/590/2185/25953/84896/1813/22986/673/134/348980,36
GO:0051148,negative regulation of muscle cell differentiation,36/5559,69/18903,6.00453655798884e-05,0.0009354893912808,0.0006596898669481,5725/4904/9759/7528/4773/2254/2931/2146/657/10014/55553/80306/79365/4089/8324/4204/627/406991/9150/7494/5155/3398/650/1786/26057/4851/27250/348093/3481/93166/4775/2069/4772/93649/2539/5465,36
GO:0051899,membrane depolarization,36/5559,84/18903,0.0058809367818139,0.0309144598555012,0.0218003069825574,6329/3757/5590/8911/4297/54795/10021/817/288/6335/6331/8912/6334/10399/2729/8913/477/1906/215/3791/7533/6326/6332/781/776/7871/10962/23327/6910/4092/857/2537/6328/348980/783/55800,36
