peak_id,chr,start,end,width,conc,conc_ctrl,conc_treat,fold,p_value,FDR,annotation,gene_chr,gene_start,gene_end,gene_len,gene_strand,gene_id,transcript_id,distance_to_tss
14419,chr2,76340064,76340175,112,3.525808,4.019243,2.769982,0.711438,0.0140504645738506,0.0462343508386011,"Intron (ENST00000669228.1/ENSG00000287172.1, intron 1 of 4)",2,76385228,76399477,14250,1,ENSG00000287172.1,ENST00000670984.1,-45053
14420,chr7,102875814,102876168,355,3.798085,3.043537,4.290983,-0.707093,0.0140511578800503,0.0462343508386011,"Intron (ENST00000440067.4/ENSG00000161040.19, intron 17 of 20)",7,102857450,102857755,306,1,ENSG00000238324.1,ENST00000459286.1,18364
14421,chrX,8724333,8724695,363,3.745625,4.197861,3.083257,0.70198,0.0140575136123297,0.0462520564369892,"Intron (ENST00000262648.8/ENSG00000011201.12, intron 1 of 13)",23,8528874,8732137,203264,2,ENSG00000011201.12,ENST00000262648.8,7442
14422,chr10,58267212,58269741,2530,7.503911,7.269832,7.70526,-0.403398,0.0140589545269353,0.0462535899593695,Promoter (<=1kb),10,58269162,58289586,20425,1,ENSG00000122873.12,ENST00000333926.6,0
14423,chr1,27350325,27351920,1596,6.668264,6.417158,6.882076,-0.425659,0.0140623223867454,0.046256938902141,Promoter (<=1kb),1,27351075,27353937,2863,1,ENSG00000142765.18,ENST00000615284.1,0
14424,chr1,77313525,77313833,309,3.591632,4.09353,2.815487,0.709743,0.0140624098575242,0.046256938902141,"Exon (ENST00000317704.8/ENSG00000154027.19, exon 6 of 6)",1,77297855,77340881,43027,1,ENSG00000154027.19,ENST00000524494.1,15670
14425,chr9,5879436,5879806,371,3.983142,3.3119,4.439459,-0.690565,0.0140634731017615,0.046256938902141,Promoter (<=1kb),9,5832981,5879537,46557,2,ENSG00000099219.15,ENST00000690753.1,0
14426,chr1,211258342,211260009,1668,6.951206,6.679496,7.179763,-0.427684,0.0140638720410193,0.046256938902141,Promoter (<=1kb),1,211258377,211276335,17959,1,ENSG00000117625.14,ENST00000534478.5,0
14427,chr14,47695442,47695551,110,3.570482,4.059346,2.825464,0.708668,0.0140652213831351,0.0462581703879528,Distal Intergenic,14,46840092,47675605,835514,2,ENSG00000139915.21,ENST00000399232.8,-19837
14428,chr3,33426118,33426414,297,3.77356,4.22313,3.116951,0.697224,0.014068419747162,0.0462630080524114,"Intron (ENST00000283629.8/ENSG00000153560.12, intron 1 of 15)",3,33409285,33416820,7536,2,ENSG00000153560.12,ENST00000481761.1,-9298
14429,chr10,100371078,100371593,516,4.773888,5.128825,4.302099,0.616284,0.0140686423703474,0.0462630080524114,Promoter (1-2kb),10,100373099,100383372,10274,1,ENSG00000235823.5,ENST00000668904.1,-1506
14430,chr1,21324320,21324958,639,4.469225,3.90247,4.875071,-0.646712,0.014069888401206,0.0462638991587263,"Intron (ENST00000415912.6/ENSG00000117298.16, intron 1 of 18)",1,21272835,21345137,72303,2,ENSG00000117298.16,ENST00000463334.2,20179
14431,chr9,74951862,74953128,1267,5.893836,5.574681,6.155019,-0.50696,0.0140721578386546,0.0462681550224157,Promoter (<=1kb),9,74946583,74952912,6330,2,ENSG00000135045.7,ENST00000376854.6,0
14432,chr19,37466870,37467763,894,5.088385,4.69361,5.398017,-0.576447,0.0140749079008265,0.0462739904433493,Promoter (<=1kb),19,37467585,37470339,2755,1,ENSG00000171827.11,ENST00000587363.1,0
14433,chr12,110487810,110487919,110,3.667574,4.126345,2.990956,0.70726,0.0140794704837422,0.0462826063829358,Promoter (<=1kb),12,110486891,110490349,3459,1,ENSG00000204856.12,ENST00000547539.1,919
14434,chrX,150568026,150569133,1108,6.160969,5.862479,6.408164,-0.466141,0.0140794794413104,0.0462826063829358,Promoter (<=1kb),23,150568417,150673130,104714,1,ENSG00000171100.16,ENST00000685944.1,0
14435,chr2,102459728,102459839,112,4.914878,5.251462,4.475078,0.595301,0.0140814429763683,0.0462858542669013,Distal Intergenic,2,102473226,102533972,60747,1,ENSG00000180251.5,ENST00000295269.5,-13387
14436,chr4,162427320,162427436,117,3.843272,4.294331,3.183451,0.69182,0.0140852002739605,0.0462949974091769,Distal Intergenic,4,162521682,162522041,360,1,ENSG00000248396.1,ENST00000511318.1,-94246
14437,chr11,61834086,61835082,997,5.023116,5.371663,4.562592,0.585804,0.014093869594267,0.0463202829194973,"Intron (ENST00000257261.10/ENSG00000134824.14, intron 1 of 11)",11,61810826,61829318,18493,2,ENSG00000149485.19,ENST00000421879.5,-4768
14438,chr14,32993839,32993948,110,4.353968,4.739926,3.825464,0.642391,0.0140968755600194,0.0463269532879761,"Intron (ENST00000551634.6/ENSG00000151322.20, intron 1 of 10)",14,32939317,33801109,861793,1,ENSG00000151322.20,ENST00000357798.9,54522
14439,chr13,64307564,64307675,112,3.817979,4.26201,3.17322,0.699288,0.0140996225623332,0.0463283771510636,Distal Intergenic,13,63851197,64076044,224848,2,ENSG00000227674.3,ENST00000650541.1,-231520
14440,chr15,26772807,26773921,1115,5.184971,4.794496,5.491958,-0.567906,0.0141008342080848,0.0463283771510636,Promoter (<=1kb),15,26543552,26773066,229515,2,ENSG00000166206.16,ENST00000311550.10,0
14441,chr3,45873407,45873518,112,4.104183,4.51499,3.527645,0.674382,0.0141012059239178,0.0463283771510636,"Intron (ENST00000539217.5/ENSG00000163818.20, intron 2 of 9)",3,45883640,45884113,474,2,ENSG00000236930.1,ENST00000425889.1,10595
14442,chrX,32914745,32914864,120,9.127395,9.410793,8.774372,0.532715,0.0141012144414024,0.0463283771510636,"Intron (ENST00000357033.9/ENSG00000198947.18, intron 2 of 78)",23,32573611,32849802,276192,2,ENSG00000198947.18,ENST00000447523.1,-64943
14443,chr10,79488395,79488617,223,2.862113,1.71634,3.492568,-0.71723,0.0141037382944685,0.0463334608181084,Distal Intergenic,10,79499666,79499984,319,2,ENSG00000259021.2,ENST00000557620.2,11367
14444,chr11,45852271,45852644,374,3.610891,4.097423,2.871344,0.707938,0.0141072712295363,0.0463418585778896,"Intron (ENST00000417225.6/ENSG00000121671.12, intron 1 of 11)",11,45847478,45862115,14638,1,ENSG00000121671.12,ENST00000473199.5,4793
14445,chr6,121538786,121538896,111,4.746829,5.071151,4.327794,0.634971,0.0141140391310994,0.0463608811832748,Distal Intergenic,6,121542486,121542626,141,2,ENSG00000201379.1,ENST00000364509.1,3730
14446,chr22,49669600,49670475,876,4.498511,3.920294,4.910164,-0.657775,0.0141156353657695,0.0463629147746803,Distal Intergenic,22,49662312,49664968,2657,2,ENSG00000286393.1,ENST00000662299.1,-4632
14447,chr22,34427516,34427625,110,4.053019,4.492233,3.418453,0.693692,0.014117381274102,0.0463654396548483,Distal Intergenic,22,34589085,34591278,2194,2,ENSG00000235485.1,ENST00000457251.1,163653
14448,chr2,223113434,223113544,111,6.936745,7.169272,6.659402,0.484545,0.0141195289608106,0.0463685379929333,"Intron (ENST00000488477.2/ENSG00000152049.7, intron 2 of 3)",2,223052200,223198399,146200,1,ENSG00000152049.7,ENST00000488477.2,61234
14449,chr8,35611055,35611167,113,8.97042,9.258403,8.610242,0.539954,0.0141202791573911,0.0463685379929333,"Intron (ENST00000404895.7/ENSG00000156687.11, intron 4 of 16)",8,35544392,35794662,250271,1,ENSG00000156687.11,ENST00000453357.6,66663
14450,chr14,22886514,22887153,640,4.666783,4.209788,5.013313,-0.620276,0.0141213798425645,0.046368649679475,3' UTR,14,22883222,22887678,4457,1,ENSG00000139890.10,ENST00000267396.9,3292
14451,chr19,38256175,38256972,798,4.345771,3.75494,4.763734,-0.659559,0.0141222676723591,0.046368649679475,Promoter (<=1kb),19,38251237,38256372,5136,2,ENSG00000167641.11,ENST00000591291.5,0
14452,chr4,183895478,183895587,110,3.321867,3.829455,2.53183,0.723265,0.0141263751247155,0.0463789265788473,"Intron (ENST00000513034.3/ENSG00000173320.12, intron 1 of 2)",4,183905307,184023526,118220,1,ENSG00000173320.12,ENST00000308497.9,-9720
14453,chr9,125240784,125242154,1371,7.014489,6.774172,7.220433,-0.406399,0.0141295884576864,0.0463862667363388,Promoter (<=1kb),9,125234853,125241343,6491,2,ENSG00000044574.9,ENST00000324460.7,0
14454,chr8,105285327,105285440,114,5.59009,5.848478,5.275103,0.539038,0.0141361147708633,0.0464044813648762,Promoter (2-3kb),8,105287830,105288365,536,2,ENSG00000243171.1,ENST00000485656.1,2925
14455,chr2,165722460,165722569,110,4.407209,4.76721,3.926394,0.651379,0.0141380277428436,0.0464075503522962,Distal Intergenic,2,165747803,165761907,14105,2,ENSG00000115339.14,ENST00000409882.5,39338
14456,chr8,42207051,42207796,746,4.375686,4.794714,3.782709,0.6494,0.0141405144277225,0.0464125019761052,Promoter (<=1kb),8,42174718,42207565,32848,2,ENSG00000104368.19,ENST00000220809.9,0
14457,chr11,76782416,76784822,2407,7.183967,6.940791,7.392005,-0.416793,0.0141435171367387,0.0464177310192163,Promoter (<=1kb),11,76783356,76798144,14789,1,ENSG00000182704.8,ENST00000333090.5,0
14458,chr14,85867041,85867154,114,4.722222,5.042129,4.310547,0.634774,0.0141440641349652,0.0464177310192163,Distal Intergenic,14,85911438,86071088,159651,1,ENSG00000258733.7,ENST00000665938.1,-44284
14459,chr2,76957682,76957795,114,7.434441,7.651648,7.178637,0.445487,0.0141618624709535,0.0464706067232271,"Intron (ENST00000409884.6/ENSG00000176204.14, intron 3 of 3)",2,76985965,77009791,23827,1,ENSG00000234653.1,ENST00000445178.1,-28170
14460,chr14,24879093,24879206,114,5.780381,6.031318,5.476413,0.520067,0.0141621348258697,0.0464706067232271,"Intron (ENST00000323944.10/ENSG00000168952.16, intron 2 of 5)",14,24861172,24865978,4807,1,ENSG00000287481.1,ENST00000658605.1,17921
14461,chr9,92863860,92863971,112,5.410771,5.683641,5.073963,0.543928,0.0141661306138126,0.0464805037939409,"Intron (ENST00000473204.5/ENSG00000288271.1, intron 8 of 10)",9,92846069,92878022,31954,2,ENSG00000127081.14,ENST00000332591.6,14051
14462,chr13,99956886,99958192,1307,5.907137,6.216285,5.513153,0.525256,0.0141683097089786,0.0464816794396565,Promoter (<=1kb),13,99841879,99957167,115289,2,ENSG00000286757.4,ENST00000670575.1,0
14463,chr5,51838237,51838347,111,5.067688,5.389235,4.653287,0.614956,0.0141684481903505,0.0464816794396565,Distal Intergenic,5,51886688,51886769,82,1,ENSG00000251873.1,ENST00000516064.1,-48341
14464,chr12,52143587,52143876,290,3.875369,3.233458,4.31806,-0.691251,0.0141725546448664,0.0464888197854921,Distal Intergenic,12,52164115,52223800,59686,1,ENSG00000258279.4,ENST00000640420.1,-20239
14465,chr11,30025325,30026018,694,4.620487,5.006628,4.091636,0.629635,0.0141739993171623,0.0464888197854921,Distal Intergenic,11,30009730,30017030,7301,2,ENSG00000182255.7,ENST00000328224.7,-8295
14466,chr16,19555132,19556571,1440,7.675098,7.435108,7.880802,-0.400528,0.0141741571565447,0.0464888197854921,Promoter (<=1kb),16,19555240,19579129,23890,1,ENSG00000103544.17,ENST00000544670.5,0
14467,chr12,120229664,120232112,2449,7.454267,7.191888,7.676191,-0.422384,0.0141745438340228,0.0464888197854921,Promoter (2-3kb),12,120210448,120226844,16397,2,ENSG00000089159.17,ENST00000536957.5,-2820
14468,chr3,43167043,43167158,116,5.03211,5.333065,4.651365,0.581233,0.0141778238047586,0.0464963632767615,Distal Intergenic,3,43079229,43106085,26857,2,ENSG00000144647.7,ENST00000687440.1,-60958
14469,chrX,68846546,68847338,793,5.048061,5.422763,4.540538,0.596206,0.0141846803996997,0.0465156345016901,Distal Intergenic,23,68829021,68842160,13140,1,ENSG00000090776.6,ENST00000204961.5,17525
14470,chr4,121700949,121701060,112,4.620025,4.958864,4.176355,0.629374,0.0141913154178773,0.0465341764994777,Distal Intergenic,4,121681556,121696995,15440,2,ENSG00000164111.15,ENST00000513523.1,-3954
14471,chr17,81552254,81553809,1556,6.180149,5.88664,6.423922,-0.492717,0.0141994076323701,0.0465574938387601,Promoter (<=1kb),17,81539885,81552376,12492,2,ENSG00000185504.17,ENST00000443656.6,0
14472,chr3,170196922,170197200,279,3.246386,1.050613,4.07966,-0.579719,0.014203749905108,0.0465685133704785,Distal Intergenic,3,170136534,170181749,45216,2,ENSG00000173889.16,ENST00000466189.5,-15173
14473,chr8,26576289,26578170,1882,6.417768,6.15501,6.639963,-0.443247,0.0142050647216616,0.0465696062263111,Promoter (<=1kb),8,26577062,26583965,6904,1,ENSG00000092964.18,ENST00000493789.6,0
14474,chr2,195426338,195426454,117,9.769086,10.078476,9.374706,0.5651,0.0142076268468647,0.0465746657632704,Distal Intergenic,2,195448532,195478925,30394,1,ENSG00000224099.2,ENST00000413290.1,-22078
14475,chr4,97903918,97904424,507,4.520321,4.022721,4.889611,-0.637838,0.0142096893743293,0.0465746657632704,"Intron (ENST00000522676.5/ENSG00000163116.10, intron 2 of 4)",4,97235644,97893203,657560,2,ENSG00000163116.10,ENST00000506482.1,-10715
14476,chr16,4614636,4615367,732,4.540175,3.94538,4.960104,-0.652079,0.0142115588037893,0.0465746657632704,Promoter (<=1kb),16,4608883,4614874,5992,2,ENSG00000153443.13,ENST00000590965.1,0
14477,chr1,156767029,156768240,1212,6.910642,6.657852,7.125673,-0.419403,0.0142122482806531,0.0465746657632704,Promoter (<=1kb),1,156767535,156800815,33281,1,ENSG00000143294.15,ENST00000271526.9,0
14478,chr2,184362106,184362217,112,4.450101,4.808164,3.97275,0.646326,0.0142124255447414,0.0465746657632704,"Intron (ENST00000671393.1/ENSG00000286980.1, intron 4 of 5)",2,184378975,184379044,70,1,ENSG00000266808.1,ENST00000583292.1,-16758
14479,chr13,90746117,90746446,330,4.081591,4.48081,3.527755,0.676145,0.0142124975886527,0.0465746657632704,Distal Intergenic,13,90781766,90781869,104,2,ENSG00000251753.1,ENST00000515944.1,35423
14480,chr9,82490304,82490413,110,4.574457,4.91295,4.131383,0.627296,0.0142192291943323,0.0465935073765661,Promoter (1-2kb),9,82491952,82564432,72481,1,ENSG00000290551.1,ENST00000589973.2,-1539
14481,chr12,97744130,97744239,110,3.813309,4.266103,3.149733,0.691185,0.0142213015683503,0.0465970800921957,"Intron (ENST00000701071.1/ENSG00000257501.8, intron 1 of 2)",12,97713412,97753598,40187,2,ENSG00000257501.8,ENST00000552582.5,9359
14482,chr16,2473990,2474679,690,3.940988,3.29618,4.385043,-0.688343,0.0142228255645823,0.0465988556406783,Promoter (<=1kb),16,2475051,2505734,30684,1,ENSG00000162065.14,ENST00000567020.6,-372
14483,chr5,148909157,148909267,111,3.57418,4.025076,2.91471,0.710537,0.0142254925524323,0.0466023002863114,Distal Intergenic,5,148859611,148860384,774,1,ENSG00000289430.1,ENST00000692828.1,49546
14484,chr12,105676318,105676429,112,5.315734,5.611194,4.943759,0.562252,0.0142258412861856,0.0466023002863114,Distal Intergenic,12,105699168,105703520,4353,2,ENSG00000286520.1,ENST00000653672.1,27091
14485,chr3,19000797,19000908,112,4.783114,5.096833,4.381656,0.622652,0.014227829076812,0.046604079415134,Distal Intergenic,3,18954943,18955049,107,2,ENSG00000251761.1,ENST00000515952.1,-45748
14486,chr18,26050283,26050392,110,3.828708,4.25252,3.226033,0.700326,0.0142283488114911,0.046604079415134,"Intron (ENST00000415083.7/ENSG00000141380.14, intron 5 of 10)",18,26018350,26035614,17265,2,ENSG00000141380.14,ENST00000580958.5,-14669
14487,chr6,18990335,18990653,319,3.905568,4.376817,3.201154,0.687962,0.0142465173492373,0.0466603682740808,Distal Intergenic,6,19143695,19144160,466,1,ENSG00000217379.2,ENST00000402485.2,-153042
14488,chr10,57107448,57107557,110,4.384812,4.741434,3.91003,0.653818,0.0142493927288041,0.0466665644806942,"Intron (ENST00000690550.1/ENSG00000289158.1, intron 2 of 2)",10,57101444,57222707,121264,2,ENSG00000289158.1,ENST00000690550.1,115150
14489,chr2,222989691,222989800,110,4.437821,4.791004,3.969139,0.638098,0.0142530146850558,0.0466752046915957,Distal Intergenic,2,222945930,222946388,459,2,ENSG00000278083.1,ENST00000614456.1,-43303
14490,chr15,78640593,78642120,1528,6.41864,6.150191,6.644888,-0.446549,0.0142576374469231,0.0466852455996124,Promoter (<=1kb),15,78624111,78641210,17100,2,ENSG00000117971.12,ENST00000261751.8,0
14491,chr7,53836707,53836821,115,8.221153,8.470932,7.918881,0.489309,0.01425874362612,0.0466852455996124,Distal Intergenic,7,53770080,53811952,41873,2,ENSG00000205628.5,ENST00000660958.1,-24755
14492,chr6,101847603,101848046,444,3.621315,4.142419,2.7975,0.70789,0.0142590326089526,0.0466852455996124,"Intron (ENST00000683774.1/ENSG00000164418.22, intron 14 of 16)",6,101923958,102070069,146112,1,ENSG00000164418.22,ENST00000683264.1,-75912
14493,chr7,55744658,55745073,416,3.835258,3.169005,4.289285,-0.699648,0.0142605895837698,0.0466871216843104,Promoter (1-2kb),7,55743073,55743457,385,1,ENSG00000273720.1,ENST00000619081.1,1585
14494,chr5,89878269,89878581,313,4.444456,3.895441,4.841178,-0.643809,0.0142643417472808,0.0466961837467215,Distal Intergenic,5,89900664,89990883,90220,1,ENSG00000214942.6,ENST00000505109.2,-22083
14495,chr19,3046109,3046513,405,3.666424,2.919495,4.1561,-0.708465,0.0142666016119862,0.0467003596609536,Promoter (<=1kb),19,2997639,3045788,48150,2,ENSG00000065717.15,ENST00000426948.6,-321
14496,chr6,166572495,166573107,613,4.636843,5.02489,4.104393,0.619912,0.0142701147404809,0.0467086371555144,"Intron (ENST00000265678.9/ENSG00000071242.12, intron 1 of 20)",6,166583009,166586678,3670,2,ENSG00000235272.3,ENST00000444122.3,13571
14497,chr11,10540644,10541604,961,6.363953,6.075493,6.604236,-0.455893,0.0142758007505645,0.0467240252474846,Promoter (<=1kb),11,10511673,10541187,29515,2,ENSG00000110315.7,ENST00000265981.7,0
14498,chr2,136510325,136510824,500,4.93941,5.332364,4.397623,0.621745,0.0142806987990466,0.0467368324332433,Distal Intergenic,2,136544712,136545542,831,1,ENSG00000229568.1,ENST00000414479.1,-33888
14499,chr8,49255534,49255643,110,4.823793,5.146126,4.408081,0.59883,0.0143033745016226,0.0468078152529823,Distal Intergenic,8,49330210,49330547,338,1,ENSG00000199640.1,ENST00000362770.1,-74567
14500,chr8,5311796,5311909,114,4.759375,5.083692,4.340346,0.60632,0.0143132545935771,0.04683691751421,Distal Intergenic,8,5363371,5363650,280,1,ENSG00000278256.1,ENST00000621078.1,-51462
14501,chr12,40476399,40476509,111,4.63336,4.979017,4.177886,0.634252,0.0143146950425062,0.0468384008259316,"Intron (ENST00000454784.10/ENSG00000205592.16, intron 55 of 172)",12,40395853,40443847,47995,2,ENSG00000258167.1,ENST00000552757.1,-32552
14502,chr17,75527572,75527684,113,7.869937,8.129135,7.553746,0.50837,0.0143175150074934,0.0468419100389532,Promoter (1-2kb),17,75525789,75558566,32778,1,ENSG00000073350.14,ENST00000579392.5,1783
14503,chr6,11653137,11653702,566,4.124189,3.454104,4.579975,-0.682371,0.0143177419763728,0.0468419100389532,Distal Intergenic,6,11644067,11644343,277,1,ENSG00000277473.1,ENST00000622203.1,9070
14504,chr12,722416,722764,349,3.97105,4.432508,3.288512,0.689364,0.0143215367070971,0.0468510944345246,Distal Intergenic,12,752579,911452,158874,1,ENSG00000060237.19,ENST00000315939.11,-29815
14505,chr10,58750402,58750512,111,5.609502,5.866666,5.296335,0.538997,0.0143236493878522,0.0468547753295284,"Intron (ENST00000373886.8/ENSG00000122870.12, intron 3 of 20)",10,58715554,58716257,704,1,ENSG00000183055.5,ENST00000332869.5,34848
14506,chr9,88076126,88077079,954,4.928369,5.291708,4.441557,0.597014,0.0143294531021089,0.0468705288011074,Promoter (<=1kb),9,88065325,88077053,11729,2,ENSG00000287750.3,ENST00000689352.1,0
14507,chr1,221886964,221887509,546,4.433899,3.874834,4.835812,-0.647622,0.0143320568790291,0.0468758140756994,"Intron (ENST00000433576.5/ENSG00000238042.5, intron 3 of 4)",1,221880981,221918712,37732,2,ENSG00000238042.5,ENST00000433576.5,31203
14508,chr18,51631177,51631289,113,2.542256,3.182617,1.362024,0.70251,0.0143376044232259,0.0468856791262109,"Intron (ENST00000635680.1/ENSG00000227115.10, intron 6 of 7)",18,51612639,51613110,472,2,ENSG00000265402.1,ENST00000578420.1,-18067
14509,chr10,107743961,107744071,111,5.705513,5.966785,5.386224,0.548882,0.0143384521776034,0.0468856791262109,"Intron (ENST00000630847.2/ENSG00000229981.8, intron 5 of 5)",10,107461560,107461669,110,1,ENSG00000200079.1,ENST00000363209.1,282401
14510,chr2,62505588,62506591,1004,6.048586,6.339877,5.683206,0.500601,0.01433853556927,0.0468856791262109,Promoter (<=1kb),2,62500218,62506195,5978,2,ENSG00000186889.10,ENST00000335390.6,0
14511,chr18,6667597,6667708,112,5.354601,5.627275,5.018091,0.551055,0.0143390256660017,0.0468856791262109,Distal Intergenic,18,6641971,6642478,508,2,ENSG00000261627.1,ENST00000563503.1,-25119
14512,chrX,132876053,132876808,756,4.921832,4.450972,5.276246,-0.600614,0.0143425545113984,0.0468939861119648,"Intron (ENST00000370833.7/ENSG00000171004.19, intron 2 of 4)",23,132907279,132907575,297,2,ENSG00000227064.1,ENST00000428456.1,30767
14513,chr6,130970623,130970732,110,5.248178,5.536481,4.887497,0.587266,0.0143539631082914,0.0469280535769454,Promoter (<=1kb),6,130858136,130970483,112348,2,ENSG00000079819.20,ENST00000529208.5,-140
14514,chr12,110936322,110937687,1366,6.103379,5.815273,6.343417,-0.472367,0.0143557652341071,0.0469307116458534,Promoter (<=1kb),12,110936485,110937453,969,1,ENSG00000185847.9,ENST00000652865.1,0
14515,chr11,10750613,10751766,1154,6.262463,5.976073,6.501309,-0.453016,0.0143614896342368,0.046946190848451,Promoter (<=1kb),11,10751246,10779746,28501,1,ENSG00000198730.9,ENST00000361367.7,0
14516,chr2,133316411,133316520,110,3.694438,4.145955,3.033626,0.702071,0.0143638923063564,0.0469508102887847,"Intron (ENST00000409261.6/ENSG00000176771.18, intron 3 of 19)",2,133333829,133333930,102,1,ENSG00000252688.1,ENST00000516879.1,-17309
14517,chr15,56130684,56130799,116,3.684979,4.118472,3.062381,0.70515,0.0143650021143576,0.0469512034388675,"Intron (ENST00000559847.7/ENSG00000181827.16, intron 2 of 8)",15,56087280,56144435,57156,2,ENSG00000181827.16,ENST00000559847.7,13636
14518,chr10,6579692,6580731,1040,5.645739,5.315095,5.914555,-0.509403,0.014371678341729,0.0469697888110179,Promoter (<=1kb),10,6427143,6580301,153159,2,ENSG00000065675.16,ENST00000397176.6,0
14519,chr1,186322585,186322696,112,5.261206,5.56001,4.883903,0.573477,0.0143825953661089,0.0470022305207753,Promoter (<=1kb),1,186318505,186322701,4197,2,ENSG00000047410.14,ENST00000467810.1,5
14520,chr13,50864656,50864765,110,4.911757,5.223238,4.513964,0.59686,0.0143875452460889,0.0470151685149055,"Exon (ENST00000664199.1/ENSG00000233672.9, exon 5 of 5)",13,50711901,50843939,132039,2,ENSG00000186047.11,ENST00000400393.3,-20717
14521,chr1,242828895,242829213,319,4.283116,4.692207,3.709974,0.651511,0.0143939233260009,0.0470297574686978,Distal Intergenic,1,242882066,242883475,1410,2,ENSG00000270818.1,ENST00000603868.1,54262
14522,chr7,122066599,122066710,112,4.03251,4.438472,3.46553,0.679445,0.0143946439203099,0.0470297574686978,"Intron (ENST00000679864.1/ENSG00000008311.16, intron 24 of 24)",7,122059374,122061692,2319,1,ENSG00000106278.12,ENST00000474500.1,7225
14523,chr5,80247276,80247950,675,5.305107,4.905972,5.617409,-0.551962,0.014394983302097,0.0470297574686978,"Intron (ENST00000509193.5/ENSG00000164300.17, intron 1 of 12)",5,80177315,80255198,77884,2,ENSG00000164300.17,ENST00000513907.1,7248
14524,chr19,4909794,4910343,550,4.418497,3.915624,4.79067,-0.658464,0.0144035350366328,0.0470544567900132,Promoter (<=1kb),19,4910146,4960961,50816,1,ENSG00000276043.5,ENST00000615884.4,0
14525,chr11,121479172,121480137,966,4.978023,5.326447,4.517714,0.593352,0.0144051389046124,0.0470564565057521,"Intron (ENST00000260197.12/ENSG00000137642.13, intron 3 of 47)",11,121447331,121453013,5683,2,ENSG00000246790.2,ENST00000501964.1,-26159
14526,chr3,30415241,30415352,112,7.620318,7.857053,7.33696,0.477166,0.0144067356573525,0.0470584327048094,"Intron (ENST00000701024.1/ENSG00000289450.2, intron 3 of 3)",3,30373097,30469302,96206,1,ENSG00000289450.2,ENST00000691186.1,42144
14527,chr11,32583475,32584410,936,5.588879,5.227819,5.877424,-0.52468,0.0144079530076823,0.0470586581390925,Promoter (<=1kb),11,32583798,32596015,12218,1,ENSG00000149100.13,ENST00000531921.5,0
14528,chr19,294619,295465,847,5.077722,4.65243,5.405768,-0.573928,0.0144087882617758,0.0470586581390925,Distal Intergenic,19,281043,291403,10361,2,ENSG00000141934.10,ENST00000434325.7,-3216
14529,chr4,64425848,64425960,113,5.05959,5.356338,4.685566,0.577642,0.0144116378547925,0.0470647252346476,Distal Intergenic,4,64430909,64433215,2307,1,ENSG00000250768.1,ENST00000508984.1,-4949
14530,chrX,52249139,52249248,110,5.541892,5.803514,5.22208,0.533175,0.0144149602218522,0.0470723353480002,"Intron (ENST00000669760.1/ENSG00000287215.1, intron 1 of 2)",23,52195836,52265919,70084,2,ENSG00000287215.1,ENST00000669760.1,16671
14531,chr12,23433992,23434103,112,3.87367,4.319394,3.225305,0.683906,0.0144255558852497,0.0471036938712635,Distal Intergenic,12,23533883,23584586,50704,2,ENSG00000134532.20,ENST00000704296.1,150483
14532,chr2,148203405,148203519,115,7.4425,7.686042,7.149325,0.491368,0.0144306268582727,0.0471148968520966,"Intron (ENST00000488372.5/ENSG00000204406.14, intron 2 of 3)",2,148196208,148233316,37109,1,ENSG00000204406.14,ENST00000637830.1,7197
14533,chr12,91606025,91606135,111,5.281246,5.564065,4.929122,0.56997,0.0144309727691688,0.0471148968520966,"Intron (ENST00000685093.1/ENSG00000289605.1, intron 1 of 9)",12,91632912,91633023,112,2,ENSG00000274647.1,ENST00000610536.1,26888
14534,chr19,35994946,35995481,536,4.500505,4.011512,4.865053,-0.638955,0.0144334233980384,0.0471195747524144,Promoter (<=1kb),19,35995188,35996312,1125,1,ENSG00000205138.4,ENST00000378887.4,0
14535,chrX,43698035,43698146,112,5.47317,5.744559,5.138618,0.560436,0.0144343917346641,0.0471195747524144,"Intron (ENST00000542639.6/ENSG00000189221.11, intron 4 of 15)",23,43719701,43745216,25516,1,ENSG00000189221.11,ENST00000688859.1,-21555
14536,chr2,115772220,115772330,111,5.127067,5.429656,4.743695,0.569823,0.0144362359795724,0.0471223531066835,"Intron (ENST00000410059.6/ENSG00000175497.17, intron 13 of 25)",2,115814663,115836682,22020,1,ENSG00000175497.17,ENST00000473362.1,-42333
14537,chr6,98827076,98827188,113,4.680955,5.018932,4.238765,0.609444,0.0144399851458026,0.0471313486412632,Distal Intergenic,6,98829967,98832508,2542,2,ENSG00000283010.1,ENST00000635423.1,5320
14538,chr4,36205859,36205972,114,9.28901,9.580806,8.922835,0.543011,0.0144428355150093,0.0471374095141121,"Intron (ENST00000303965.9/ENSG00000047365.13, intron 6 of 32)",4,36209375,36210745,1371,2,ENSG00000047365.13,ENST00000511416.1,4773
14539,chr13,30977769,30978071,303,3.594567,2.809316,4.100203,-0.709415,0.0144442391164691,0.0471387480293162,Promoter (<=1kb),13,30973289,30977623,4335,2,ENSG00000238185.1,ENST00000433788.1,-146
14540,chr5,98247194,98247306,113,8.866354,9.129628,8.544066,0.503841,0.0144464745561153,0.0471404424735765,Distal Intergenic,5,98213402,98214121,720,1,ENSG00000238000.1,ENST00000442824.1,33792
